顾客编号,1月消费总额,2月消费总额,3月消费总额,4月消费总额,1月消费天数,2月消费天数,3月消费天数,4月消费天数
907,11.8,28.429919999999996,0.0,58.9112,4,7,0,4
908,50.0,0.0,0.0,0.0,2,0,0,0
909,96.0,67.7,0.0,0.0,7,6,0,0
910,41.1,0.0,148.79076000000003,32.4324,6,0,13,4
911,140.50524000000001,366.62800000000004,0.0,100.24148000000001,12,40,0,21
912,20.492400000000004,0.0,0.0,0.0,6,0,0,0
913,197.45764000000003,292.82576,68.10000000000001,154.90980000000002,19,40,14,16
914,105.61104,0.0,86.21870000000003,0.0,8,0,17,0
915,129.65632000000002,0.0,38.279399999999995,33.9,4,0,5,4
916,23.26656,102.10680000000002,77.54182000000002,310.99868000000004,4,12,13,19
917,70.65728,19.6,44.303999999999995,0.0,5,3,3,0
918,19.44992,0.0,0.0,0.0,5,0,0,0
919,74.6,0.0,0.0,0.0,5,0,0,0
920,34.9,0.0,0.0,0.0,4,0,0,0
921,54.803999999999995,0.0,47.9,0.0,7,0,2,0
922,120.61680000000001,0.0,0.0,86.00000000000001,18,0,0,10
923,70.4016,0.0,0.0,68.4512,7,0,0,10
924,86.10000000000001,164.9,100.60000000000001,0.0,11,12,7,0
925,168.63984,1070.57906,128.75224,140.99372000000002,22,38,17,13
926,83.47099999999998,0.0,0.0,0.0,3,0,0,0
927,88.80000000000001,0.0,0.0,0.0,18,0,0,0
928,188.4,192.8,0.0,0.0,4,3,0,0
929,83.35820000000001,0.0,0.0,0.0,12,0,0,0
930,22.39224,0.0,0.0,0.0,4,0,0,0
931,30.4158,98.0,0.0,0.0,7,2,0,0
932,49.6892,0.0,0.4776,0.0,2,0,1,0
933,39.83226,73.04186,74.87584,0.0,7,10,7,0
934,74.47444,0.0,109.18208,0.0,12,0,11,0
935,180.4,0.0,0.0,0.0,17,0,0,0
936,140.53116000000003,103.84812000000002,167.19110000000003,112.26600000000002,41,16,28,22
937,25.097559999999998,0.0,0.0,0.0,4,0,0,0
938,28.127279999999995,0.0,0.0,0.0,8,0,0,0
939,20.30742,0.0,0.0,0.0,6,0,0,0
940,51.30512,0.0,0.0,0.0,8,0,0,0
941,88.30055999999999,78.44576,0.0,0.0,2,4,0,0
942,118.25855999999999,0.0,0.0,0.0,3,0,0,0
943,28.612520000000004,0.0,0.0,0.0,3,0,0,0
944,95.30000000000001,0.0,0.0,0.0,13,0,0,0
945,34.3656,0.0,0.0,0.0,5,0,0,0
946,36.7748,0.0,0.0,0.0,1,0,0,0
947,105.44772,0.0,0.0,72.83579999999998,13,0,0,17
948,65.41156000000001,0.0,0.0,0.0,7,0,0,0
949,30.5,0.0,0.0,0.0,3,0,0,0
950,93.06504000000001,267.99788000000007,70.86364,7.808079999999999,10,24,9,3
951,81.46400000000001,0.0,0.0,0.0,7,0,0,0
952,70.3152,39.9,0.0,327.91756,4,1,0,10
953,51.2,58.89999999999999,27.9,0.0,4,9,2,0
954,64.14840000000001,0.0,72.86794,53.56626,3,0,8,10
955,43.338800000000006,0.0,0.0,0.0,4,0,0,0
956,3.032,263.25120000000004,8.3888,146.85124000000002,1,9,5,14
957,69.44572000000001,0.0,0.0,0.0,9,0,0,0
958,122.76,0.0,0.0,0.0,1,0,0,0
959,125.86940000000001,41.0128,7.8,0.0,10,5,2,0
960,23.2,0.0,0.0,0.0,4,0,0,0
961,8.7,0.0,0.0,0.0,2,0,0,0
962,198.16992000000002,411.3659999999999,127.89999999999999,0.0,19,37,8,0
963,75.7,183.93262000000001,85.7,521.9,9,28,5,27
964,15.7,0.0,71.26528,0.0,2,0,7,0
965,183.13633999999996,0.0,0.0,0.0,17,0,0,0
966,80.39970000000001,0.0,0.0,0.0,8,0,0,0
967,39.2,0.0,0.0,0.0,10,0,0,0
968,91.5032,69.59319999999998,137.97172000000003,354.04387999999994,10,13,17,33
969,15.2426,305.12196,73.04,208.5,3,27,3,2
970,158.24280000000002,0.0,0.0,0.0,18,0,0,0
971,132.26504,0.0,28.5968,96.76836,19,0,2,20
972,90.02448,0.0,0.0,0.0,4,0,0,0
973,28.00178,0.0,81.5656,109.19412000000003,4,0,10,16
974,33.6088,0.0,0.0,0.0,2,0,0,0
975,61.9,178.59968,0.0,43.5,4,14,0,3
976,95.36088000000001,17.8548,190.87876,66.27552,14,2,27,9
977,13.082,26.7,0.0,91.2544,3,3,0,4
978,26.79,36.76394,19.6,84.33484,3,9,6,7
979,24.48,0.0,0.0,47.64992,2,0,0,4
980,61.337999999999994,0.0,185.98416000000003,0.0,2,0,16,0
981,26.1536,0.0,0.0,0.0,1,0,0,0
982,41.985600000000005,0.0,109.4,0.0,2,0,3,0
983,72.6,170.62619999999998,0.0,41.4356,2,16,0,4
984,24.253200000000003,0.0,0.0,0.0,5,0,0,0
985,308.3,0.0,0.0,0.0,2,0,0,0
986,1849.2227200000016,0.0,762.8517599999999,0.0,44,0,14,0
987,74.82096,0.0,0.0,0.0,13,0,0,0
988,35.156819999999996,0.0,25.737860000000005,81.66272,11,0,3,9
989,45.547599999999996,0.0,0.0,44.132000000000005,3,0,0,3
990,53.72476000000001,0.0,0.0,0.0,11,0,0,0
991,79.78504000000001,131.64623999999998,0.0,0.0,18,3,0,0
992,14.9,0.0,0.0,0.0,5,0,0,0
993,53.038799999999995,59.0,0.0,0.0,8,2,0,0
994,32.0608,8.47,0.0,0.0,4,2,0,0
995,72.15472,0.0,0.0,0.0,6,0,0,0
996,23.490280000000002,7.9559999999999995,7.9,25.74416,4,4,1,6
997,33.05408,92.12728,0.0,0.0,6,5,0,0
998,109.7064,0.0,0.0,0.0,14,0,0,0
999,95.89036,206.79212,85.48776000000001,121.41531999999998,15,30,15,16
1000,111.43400000000003,0.0,0.0,0.0,6,0,0,0
1001,26.5,16.5,0.0,31.154,5,3,0,3
1002,124.5,0.0,0.0,43.04036,4,0,0,10
1003,59.9,162.37852,0.0,67.26,3,13,0,9
1004,13.0,0.0,16.400000000000002,40.400000000000006,2,0,3,6
1005,92.24228,0.0,0.0,0.0,2,0,0,0
1006,20.3,0.0,0.0,0.0,1,0,0,0
1007,162.09749999999997,130.14912,0.0,0.0,12,14,0,0
1008,8.9,29.299999999999997,170.75495999999998,55.1764,1,3,21,4
1009,19.9,0.0,22.2,0.0,1,0,3,0
1010,18.8,220.6356,0.0,0.0,1,13,0,0
1011,36.57384,25.602359999999997,50.61272,134.52332,9,7,8,22
1012,33.17092,0.0,0.0,19.49042,6,0,0,6
1013,151.46160000000003,0.0,33.202,0.0,17,0,7,0
1014,54.9,0.0,0.0,0.0,6,0,0,0
1015,88.19999999999999,0.0,0.0,32.800000000000004,3,0,0,5
1016,145.20000000000002,0.0,70.74,0.0,4,0,5,0
1017,29.821439999999996,0.0,0.0,0.0,6,0,0,0
1018,33.164,43.4,98.0,173.25472000000005,3,5,2,22
1019,70.35002,0.0,0.0,70.89999999999999,14,0,0,10
1020,36.49544,51.32815999999999,0.0,0.0,5,6,0,0
1021,74.32,0.0,0.0,0.0,4,0,0,0
1022,37.61984,0.0,0.0,0.0,2,0,0,0
1023,20.200000000000003,0.0,0.0,0.0,2,0,0,0
1024,155.11576000000002,14.04528,18.3051,129.28250000000003,18,3,5,22
1025,31.792879999999997,0.0,0.0,0.0,2,0,0,0
1026,235.6,239.29999999999998,0.0,92.76400000000001,4,9,0,6
1027,14.9,0.0,0.0,0.0,1,0,0,0
1028,44.9,0.0,37.49999999999999,29.89016,1,0,3,4
1029,92.69999999999999,0.0,0.0,0.0,2,0,0,0
1030,27.489199999999997,74.156,0.0,68.82504,2,11,0,8
1031,1.0,48.9,32.1,40.712,1,2,3,4
1032,58.8,0.0,0.0,0.0,1,0,0,0
1033,95.30000000000001,0.0,0.0,0.0,13,0,0,0
1034,31.305600000000002,0.0,0.0,0.0,3,0,0,0
1035,20.924199999999995,205.29999999999998,0.0,0.0,5,6,0,0
1036,96.638,161.57092,0.0,59.03887999999999,10,11,0,13
1037,57.4,0.0,62.9,69.0,6,0,8,9
1038,10.92312,0.0,0.0,0.0,6,0,0,0
1039,153.20000000000002,0.0,0.0,0.0,3,0,0,0
1040,91.30000000000001,0.0,0.0,0.0,16,0,0,0
1041,21.93904,29.16952,139.71290000000002,83.404,2,8,16,8
1042,173.8,80.2,46.710499999999996,0.0,4,9,5,0
1043,195.18504000000001,23.58108,0.0,34.72656,14,1,0,6
1044,276.8876,0.0,0.0,0.0,6,0,0,0
1045,21.45572,0.0,0.0,10.2,4,0,0,2
1046,34.7,77.76152,19.9,57.03408,3,4,3,3
1047,27.4,43.98027999999999,0.0,0.0,5,3,0,0
1048,98.4,0.0,0.0,0.0,2,0,0,0
1049,43.6,182.13272,0.0,93.06944000000001,5,5,0,5
1050,63.400000000000006,0.0,0.0,0.0,6,0,0,0
1051,128.9908,16.349040000000002,0.0,0.0,4,2,0,0
1052,22.938360000000003,0.0,0.0,0.0,5,0,0,0
1053,152.6904,14.0,0.0,145.77326000000002,9,1,0,23
1054,30.9,0.0,40.60000000000001,153.25636,3,0,5,12
1055,138.39204,138.3,0.0,0.0,18,2,0,0
1056,29.7,58.77136,20.664160000000003,0.0,2,7,3,0
1057,22.36,0.0,0.0,0.0,3,0,0,0
1058,79.45367999999999,0.0,48.0,141.07532,8,0,1,13
1059,40.64,0.0,26.983679999999996,264.60892,8,0,6,6
1060,58.8,0.0,0.0,0.0,1,0,0,0
1061,38.71728,71.47524000000001,236.87044000000003,0.0,5,11,20,0
1062,79.01168,0.0,0.0,0.0,4,0,0,0
1063,39.82,0.0,0.0,0.0,6,0,0,0
1064,586.3,435.6508400000001,152.91544,59.988600000000005,16,24,11,11
1065,10.8,72.7856,20.3,0.0,2,3,4,0
1066,59.72304,0.0,0.0,0.0,6,0,0,0
1067,89.95720000000001,0.0,0.0,0.0,5,0,0,0
1068,181.83551999999997,37.74624,0.0,16.25834,29,11,0,6
1069,49.316919999999996,0.0,0.0,67.7724,3,0,0,5
1070,109.6656,0.0,0.0,0.0,15,0,0,0
1071,9.8,0.0,0.0,7.1,2,0,0,2
1072,24.799879999999998,0.0,27.827320000000004,39.08344,5,0,6,8
1073,49.4998,59.97124,0.0,0.0,9,6,0,0
1074,59.074040000000004,46.1028,30.50656,0.0,7,7,12,0
1075,98.72036000000001,0.0,0.0,0.0,10,0,0,0
1076,121.69720000000001,0.0,0.0,0.0,2,0,0,0
1077,109.6656,0.0,0.0,21.836,15,0,0,5
1078,26.31832,0.0,0.0,55.778400000000005,7,0,0,7
1079,65.3904,6.5,0.0,0.0,5,1,0,0
1080,19.5,0.0,0.0,0.0,4,0,0,0
1081,8.39328,85.20832000000001,84.50000000000001,0.0,3,13,4,0
1082,32.7,568.9200000000001,0.0,0.0,1,4,0,0
1083,9.12,251.7718,402.51796,85.94572000000001,1,6,42,8
1084,15.820920000000001,0.0,0.0,0.0,3,0,0,0
1085,4.11576,0.0,0.0,0.0,2,0,0,0
1086,18.0352,0.0,0.0,0.0,2,0,0,0
1087,7.8,30.432159999999996,0.0,0.0,1,2,0,0
1088,6.7,0.0,11.32908,0.0,1,0,5,0
1089,58.8,0.0,0.0,0.0,1,0,0,0
1090,25.00488,0.0,0.0,0.0,7,0,0,0
1091,110.9,0.0,0.0,0.0,17,0,0,0
1092,56.94268,0.0,0.0,0.0,12,0,0,0
1093,622.0036400000001,0.0,0.0,0.0,25,0,0,0
1094,14.3,0.0,6.2376000000000005,0.0,3,0,1,0
1095,8.1,0.0,0.0,0.0,3,0,0,0
1096,58.729200000000006,138.00744,51.2982,92.34487999999999,6,6,6,9
1097,56.025999999999996,130.6296,249.2116,115.76219999999999,10,16,6,7
1098,218.63320000000002,0.0,11.9,0.0,6,0,1,0
1099,73.7,0.0,0.0,78.5672,11,0,0,8
1100,61.340239999999994,0.0,87.73348,0.0,6,0,8,0
1101,157.90000000000003,0.0,0.0,0.0,18,0,0,0
1102,137.1414,0.0,0.0,0.0,16,0,0,0
1103,24.6,0.0,0.0,21.86944,3,0,0,6
1104,86.4342,69.6532,193.11384,52.37352,6,9,17,6
1105,38.300000000000004,310.3248,143.50000000000003,0.0,3,30,17,0
1106,101.0168,0.0,18.0,2.9189999999999996,3,0,6,1
1107,17.83708,193.9724,0.0,21.7,6,12,0,2
1108,5.9,0.0,0.0,0.0,1,0,0,0
1109,24.9,0.0,0.0,52.6488,6,0,0,4
1110,26.01526,0.0,0.0,0.0,3,0,0,0
1111,8.28576,0.0,0.0,0.0,2,0,0,0
1112,105.396,0.0,0.0,0.0,2,0,0,0
1113,45.4,0.0,0.0,0.0,4,0,0,0
1114,105.69920000000002,0.0,0.0,0.0,11,0,0,0
1115,21.197599999999998,0.0,0.0,0.0,5,0,0,0
1116,93.90879999999999,0.0,0.0,0.0,4,0,0,0
1117,26.9938,0.0,0.0,35.6427,7,0,0,7
1118,282.8,0.0,0.0,0.0,4,0,0,0
1119,57.9246,473.71943999999996,200.08794000000003,471.82153999999997,8,16,16,34
1120,80.5788,98.10000000000001,0.0,0.0,5,3,0,0
1121,64.36319999999999,0.0,0.0,0.0,10,0,0,0
1122,90.62846,33.2456,0.0,74.42447999999999,24,5,0,16
1123,63.803439999999995,0.0,82.55792000000001,69.36000000000001,6,0,7,5
1124,137.4,0.0,0.0,0.0,7,0,0,0
1125,11.036,0.0,0.0,0.0,3,0,0,0
1126,84.65559999999999,90.11159999999998,0.0,0.0,3,8,0,0
1127,72.73656,149.47400000000002,0.0,0.0,5,8,0,0
1128,23.7372,0.0,16.83664,0.0,4,0,5,0
1129,56.244839999999996,0.0,8.9,106.19999999999999,4,0,1,7
1130,90.7832,1.8908,81.9,117.75180000000002,11,1,8,13
1131,20.90808,118.99999999999999,0.0,0.0,4,10,0,0
1132,50.1,0.0,0.0,0.0,1,0,0,0
1133,295.53529999999995,393.02527999999995,203.02588000000003,243.39262000000002,20,48,22,25
1134,23.6,0.0,0.0,0.0,9,0,0,0
1135,103.6452,61.63680000000001,0.0,0.0,14,5,0,0
1136,23.205120000000004,182.98596,0.0,12.9,2,19,0,1
1137,56.6,87.0,0.0,0.0,9,2,0,0
1138,19.182,0.0,8.3,0.0,3,0,2,0
1139,86.7128,49.7164,113.00057999999999,14.4,12,4,16,2
1140,133.23439999999997,99.82240000000002,47.39344,0.0,5,2,4,0
1141,18.700000000000003,0.0,0.0,0.0,2,0,0,0
1142,17.66904,0.0,0.0,0.0,4,0,0,0
1143,14.102799999999998,0.0,0.0,0.0,2,0,0,0
1144,14.7,0.0,0.0,38.4,2,0,0,2
1145,38.5436,0.0,0.0,0.0,3,0,0,0
1146,22.27848,0.0,0.0,28.259999999999998,6,0,0,2
1147,52.400639999999996,0.0,0.0,0.0,3,0,0,0
1148,16.42728,0.0,0.0,0.0,2,0,0,0
1149,16.183680000000003,0.0,0.0,0.0,5,0,0,0
1150,187.87808,0.0,0.0,0.0,9,0,0,0
1151,32.7396,0.0,0.0,0.0,4,0,0,0
1152,77.06799999999998,0.0,0.0,0.0,5,0,0,0
1153,105.00384,41.099999999999994,92.60328,103.52799999999999,3,5,14,6
1154,29.9668,0.0,0.0,0.0,2,0,0,0
1155,63.24999999999999,0.0,0.0,67.8748,5,0,0,9
1156,46.5,0.0,0.0,0.0,6,0,0,0
1157,56.0,0.0,0.0,0.0,1,0,0,0
1158,2.0,0.0,34.368719999999996,7.5047,1,0,10,3
1159,33.9,0.0,0.0,0.0,1,0,0,0
1160,30.432199999999998,0.0,0.0,0.0,6,0,0,0
1161,189.99252,0.0,77.36968,0.0,9,0,4,0
1162,29.5,0.0,0.0,0.0,4,0,0,0
1163,95.0,64.02312,0.0,0.0,11,2,0,0
1164,57.24384,83.80000000000001,36.6,109.39199999999998,7,11,2,15
1165,18.72168,0.0,0.0,0.0,4,0,0,0
1166,38.876,0.0,0.0,0.0,5,0,0,0
1167,32.9,0.0,0.0,117.19999999999999,3,0,0,11
1168,17.1,14.34104,0.0,0.0,3,5,0,0
1169,124.0,0.0,0.0,0.0,2,0,0,0
1170,90.3,192.67888000000002,158.27824,139.9248,15,22,15,15
1171,17.9,50.390159999999995,19.67276,0.0,1,7,3,0
1172,3.9,0.0,0.0,27.345999999999997,1,0,0,9
1173,34.14744,0.0,42.89332,59.55112,5,0,6,6
1174,14.6,0.0,6.9,88.3,2,0,1,14
1175,16.8,0.0,0.0,0.0,2,0,0,0
1176,7.1772800000000005,60.50736,0.0,75.4376,4,7,0,11
1177,25.03464,13114.754640000001,456.59027999999995,0.0,7,6,17,0
1178,21.299999999999997,24.300000000000004,16.4546,0.0,3,3,2,0
1179,10.5,0.0,0.0,0.0,1,0,0,0
1180,35.5,0.0,0.0,0.0,3,0,0,0
1181,12.788,0.0,24.216479999999997,0.0,1,0,2,0
1182,6.7,0.0,0.0,0.0,1,0,0,0
1183,8.303560000000001,0.0,0.0,0.0,2,0,0,0
1184,82.585,0.0,0.0,0.0,8,0,0,0
1185,66.2,50.8,176.80000000000004,76.80000000000001,8,7,17,9
1186,29.535120000000003,0.0,0.0,0.0,6,0,0,0
1187,270.97200000000004,32.9,165.20000000000002,340.23336,17,1,15,22
1188,45.9,53.79016,79.62,0.0,4,4,11,0
1189,10.9,0.0,0.0,0.0,1,0,0,0
1190,24.3392,0.0,100.31836000000001,0.0,6,0,21,0
1191,12.6,0.0,0.0,0.0,3,0,0,0
1192,79.9,75.65903999999999,0.0,0.0,1,8,0,0
1193,21.4632,0.0,0.0,0.0,1,0,0,0
1194,45.198800000000006,0.0,0.0,0.0,4,0,0,0
1195,5.6,0.0,0.0,0.0,2,0,0,0
1196,27.400000000000002,246.0,124.17864000000002,55.33,4,1,10,10
1197,12.303999999999998,10.432,0.0,0.0,2,2,0,0
1198,39.11048,0.0,8.81562,121.022,5,0,5,4
1199,39.40938,0.0,0.0,148.23592000000002,12,0,0,17
1200,48.9592,108.99584000000003,27.5,0.0,8,20,3,0
1201,34.944,35.3,49.93808,0.0,3,7,4,0
1202,170.51340000000002,75.05199999999999,0.0,0.0,15,5,0,0
1203,218.6,0.0,0.0,0.0,6,0,0,0
1204,38.303200000000004,197.85624,107.59840000000001,107.46068000000001,5,24,10,15
1205,42.93424,181.59424,4.7,0.0,6,7,1,0
1206,66.89999999999999,0.0,0.0,0.0,11,0,0,0
1207,31.1434,0.0,0.0,0.0,5,0,0,0
1208,3.9,0.0,0.0,0.0,1,0,0,0
1209,18.7418,21.43992,45.18232,0.0,3,5,6,0
1210,201.7848,0.0,0.0,0.0,8,0,0,0
1211,12.7,0.0,142.67777999999998,202.61100000000005,2,0,15,13
1212,71.25175999999999,83.0322,112.38894,120.0176,11,4,14,16
1213,80.5,0.0,0.0,0.0,7,0,0,0
1214,148.8,0.0,0.0,0.0,5,0,0,0
1215,211.53840000000002,722.06044,35.42528,0.0,7,44,5,0
1216,19.4,301.6284399999999,23.16688,0.0,2,22,4,0
1217,29.6,0.0,0.0,0.0,3,0,0,0
1218,7.632,0.0,0.0,0.0,2,0,0,0
1219,89.03956,0.0,0.0,0.0,3,0,0,0
1220,84.50000000000001,0.0,0.0,0.0,5,0,0,0
1221,9.207920000000001,19.3028,0.0,0.0,5,4,0,0
1222,17.4,0.0,0.0,0.0,3,0,0,0
1223,22.9,0.0,0.0,14.07308,4,0,0,6
1224,22.4,0.0,18.70532,0.0,2,0,3,0
1225,0.0,24.1408,0.0,0.0,0,5,0,0
1226,0.0,55.2832,83.65308,239.72348,0,5,5,17
1227,0.0,211.32680000000002,28.763180000000002,0.0,0,8,4,0
1228,0.0,88.8448,28.20288,144.7912,0,5,6,10
1229,0.0,99.0,0.0,0.0,0,2,0,0
1230,0.0,289.16564,94.81452000000002,93.44456,0,28,9,4
1231,0.0,116.61424,0.0,0.0,0,10,0,0
1232,0.0,121.54280000000001,0.0,104.14920000000001,0,15,0,6
1233,0.0,474.55024000000003,0.0,54.2,0,26,0,4
1234,0.0,67.38319999999999,11.85776,0.0,0,6,4,0
1235,0.0,161.63876000000005,76.47596,112.30000000000003,0,17,5,9
1236,0.0,47.9464,0.0,0.0,0,5,0,0
1237,0.0,212.98480000000004,0.0,0.0,0,17,0,0
1238,0.0,68.72,0.0,0.0,0,8,0,0
1239,0.0,34.14984,129.20886000000002,12.9556,0,9,9,3
1240,0.0,165.00748,183.86983999999998,0.0,0,29,21,0
1241,0.0,80.69968,0.0,0.0,0,5,0,0
1242,0.0,34.91584,0.0,0.0,0,2,0,0
1243,0.0,276.7,52.696,13.9,0,15,9,2
1244,0.0,44.6,29.799999999999997,119.40000000000003,0,4,4,15
1245,0.0,141.8,0.0,0.0,0,2,0,0
1246,0.0,380.60562,74.71000000000001,56.315039999999996,0,36,11,8
1247,0.0,93.23919999999998,94.71960000000001,40.6,0,7,12,5
1248,0.0,12.153200000000002,0.0,0.0,0,3,0,0
1249,0.0,141.69652000000002,0.0,0.0,0,14,0,0
1250,0.0,23.193279999999998,0.0,0.0,0,1,0,0
1251,0.0,33.9,0.0,0.0,0,1,0,0
1252,0.0,49.199999999999996,0.0,55.9,0,8,0,4
1253,0.0,23.8,0.0,0.0,0,1,0,0
1254,0.0,78.09960000000001,0.0,90.3672,0,7,0,16
1255,0.0,302.4,0.0,0.0,0,7,0,0
1256,0.0,104.30000000000001,0.0,686.9617199999998,0,9,0,45
1257,0.0,72.83136,0.0,0.0,0,6,0,0
1258,0.0,48.932599999999994,0.0,31.7,0,6,0,3
1259,0.0,37.800000000000004,0.0,0.0,0,5,0,0
1260,0.0,20.4332,0.0,0.0,0,4,0,0
1261,0.0,15.3,0.0,0.0,0,3,0,0
1262,0.0,45.756,0.0,0.0,0,4,0,0
1263,0.0,193.94904,0.0,0.0,0,17,0,0
1264,0.0,105.83720000000001,151.0976,0.0,0,4,8,0
1265,0.0,150.99276,0.0,0.0,0,6,0,0
1266,0.0,102.64688,65.8,0.0,0,16,10,0
1267,0.0,6.5,0.0,0.0,0,1,0,0
1268,0.0,62.853440000000006,25.955440000000003,123.52880000000002,0,9,7,13
1269,0.0,79.68831999999999,0.0,0.0,0,5,0,0
1270,0.0,278.13016,86.7948,0.0,0,24,7,0
1271,0.0,154.69322,0.0,0.0,0,16,0,0
1272,0.0,73.38400000000001,129.07440000000003,0.0,0,9,7,0
1273,0.0,58.6,0.0,0.0,0,9,0,0
1274,0.0,141.3,0.0,0.0,0,7,0,0
1275,0.0,38.8,68.639,0.0,0,2,7,0
1276,0.0,112.9,17.4,0.0,0,6,2,0
1277,0.0,54.18384,0.0,0.0,0,15,0,0
1278,0.0,74.22,10.8,0.0,0,10,2,0
1279,0.0,112.08632,84.67948,0.0,0,11,15,0
1280,0.0,106.94120000000001,0.0,0.0,0,10,0,0
1281,0.0,89.65245999999999,0.0,0.0,0,10,0,0
1282,0.0,90.4,0.0,0.0,0,5,0,0
1283,0.0,12.0,0.0,0.0,0,2,0,0
1284,0.0,39.04736,0.0,0.0,0,3,0,0
1285,0.0,15.091200000000002,0.0,53.891160000000006,0,2,0,6
1286,0.0,22.1,52.29204,0.0,0,3,7,0
1287,0.0,270.76347999999996,0.0,0.0,0,21,0,0
1288,0.0,463.37603999999993,168.98948000000001,0.0,0,21,19,0
1289,0.0,31.9,0.0,0.0,0,5,0,0
1290,0.0,101.4,54.1,0.0,0,8,9,0
1291,0.0,122.69476000000002,0.0,54.483959999999996,0,13,0,7
1292,0.0,176.00601999999998,28.833280000000002,6.722879999999999,0,17,4,1
1293,0.0,23.900000000000002,30.11408,0.0,0,2,3,0
1294,0.0,20.4,0.0,0.0,0,3,0,0
1295,0.0,50.66044,73.19999999999999,0.0,0,3,16,0
1296,0.0,9.9,0.0,0.0,0,1,0,0
1297,0.0,111.78559999999997,0.0,0.0,0,3,0,0
1298,0.0,47.91592,0.0,0.0,0,9,0,0
1299,0.0,45.363600000000005,0.0,0.0,0,9,0,0
1300,0.0,162.39432,0.0,0.0,0,13,0,0
1301,0.0,12.336,0.0,0.0,0,3,0,0
1302,0.0,136.6,0.0,89.7,0,5,0,3
1303,0.0,33.990359999999995,0.0,0.0,0,6,0,0
1304,0.0,56.03522,0.0,39.0,0,15,0,4
1305,0.0,92.36879999999998,50.02268000000001,0.0,0,26,13,0
1306,0.0,46.9452,183.39704,0.0,0,5,15,0
1307,0.0,25.511200000000002,0.0,0.0,0,4,0,0
1308,0.0,33.785039999999995,30.181600000000003,0.0,0,6,5,0
1309,0.0,194.1766,0.0,0.0,0,16,0,0
1310,0.0,135.0,0.0,80.149,0,1,0,13
1311,0.0,83.726,0.0,0.0,0,8,0,0
1312,0.0,17.9538,0.0,0.0,0,2,0,0
1313,0.0,38.7252,0.0,0.0,0,8,0,0
1314,0.0,12.627839999999999,360.4349599999998,24.04072,0,5,58,8
1315,0.0,26.928279999999997,0.0,0.0,0,5,0,0
1316,0.0,228.39202000000003,0.0,64.15671999999999,0,17,0,5
1317,0.0,16.15184,0.0,0.0,0,6,0,0
1318,0.0,102.10759999999998,0.0,142.3,0,18,0,12
1319,0.0,33.8,0.0,0.0,0,2,0,0
1320,0.0,96.44,0.0,0.0,0,8,0,0
1321,0.0,28.9,0.0,0.0,0,4,0,0
1322,0.0,47.99999999999999,0.0,0.0,0,5,0,0
1323,0.0,45.059999999999995,100.8656,0.0,0,7,10,0
1324,0.0,99.4,0.0,0.0,0,2,0,0
1325,0.0,217.56932000000003,0.0,0.0,0,23,0,0
1326,0.0,118.53999999999999,0.0,0.0,0,6,0,0
1327,0.0,499.09999999999997,0.0,72.27568,0,10,0,5
1328,0.0,32.8,0.0,0.0,0,8,0,0
1329,0.0,136.8,0.0,0.0,0,2,0,0
1330,0.0,154.47316,34.7,14.100000000000001,0,4,2,4
1331,0.0,14.87412,11.20454,0.0,0,3,4,0
1332,0.0,11.8,102.7,0.0,0,2,8,0
1333,0.0,101.506,0.0,17.97792,0,9,0,8
1334,0.0,19.6,0.0,138.8,0,2,0,12
1335,0.0,60.19384,0.0,0.0,0,11,0,0
1336,0.0,85.2988,32.9308,0.0,0,9,4,0
1337,0.0,85.9772,0.0,0.0,0,8,0,0
1338,0.0,41.7,0.0,0.0,0,7,0,0
1339,0.0,117.11328000000002,0.0,0.0,0,11,0,0
1340,0.0,34.51308,0.0,0.0,0,5,0,0
1341,0.0,16.8,0.0,0.0,0,3,0,0
1342,0.0,76.4,41.02,0.0,0,6,5,0
1343,0.0,54.1432,86.16332,102.8358,0,10,12,18
1344,0.0,84.12223999999999,32.8,0.0,0,8,2,0
1345,0.0,43.89999999999999,0.0,0.0,0,5,0,0
1346,0.0,15.3,198.74280000000005,0.0,0,1,35,0
1347,0.0,48.4,0.0,0.0,0,6,0,0
1348,0.0,13.682,0.0,0.0,0,2,0,0
1349,0.0,50.6366,0.0,0.0,0,3,0,0
1350,0.0,19.308,0.0,0.0,0,4,0,0
1351,0.0,204.4,0.0,0.0,0,10,0,0
1352,0.0,145.26724,0.0,0.0,0,19,0,0
1353,0.0,190.20000000000002,0.0,0.0,0,8,0,0
1354,0.0,200.02238000000003,75.56591999999999,0.0,0,28,11,0
1355,0.0,43.36332,9.2054,0.0,0,8,3,0
1356,0.0,54.634660000000004,0.0,0.0,0,7,0,0
1357,0.0,347.6,0.0,58.7732,0,7,0,3
1358,0.0,52.95172,0.0,0.0,0,6,0,0
1359,0.0,175.87520000000004,0.0,0.0,0,12,0,0
1360,0.0,71.30000000000001,0.0,0.0,0,9,0,0
1361,0.0,6.9,0.0,0.0,0,2,0,0
1362,0.0,72.18728000000002,0.0,0.0,0,5,0,0
1363,0.0,448.2,84.2352,0.0,0,12,8,0
1364,0.0,28.285519999999998,0.0,0.0,0,5,0,0
1365,0.0,45.6676,0.0,184.70000000000002,0,4,0,24
1366,0.0,17.8,0.0,0.0,0,3,0,0
1367,0.0,50.9,16.3744,0.0,0,2,2,0
1368,0.0,93.28720000000001,32.575199999999995,42.3,0,7,3,3
